,step,n_step,ae_model_type,codebook_size,env_name,filter_size,final_latent_dim,latent_dim,trans_hidden,experiment_key,random_state_distrib_kl_div,random_uniform_distrib_kl_div,goal_state_distrib_kl_div,goal_delayed_state_distrib_kl_div,goal_uniform_distrib_kl_div,explore_right_state_distrib_kl_div,explore_right_delayed_state_distrib_kl_div,explore_right_uniform_distrib_kl_div,e2e_loss
4359,19,19,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,0.7690818309783936,0.8465741872787476,1.0757534503936768,
4360,20,20,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,0.7519620060920715,0.6386035680770874,1.005475640296936,
4361,21,21,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,0.9481925964355469,0.5286281704902649,0.9905245900154114,
4362,22,22,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,0.9418433904647827,0.45055773854255676,0.9254505634307861,
4363,23,23,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,1.017772912979126,0.36843782663345337,0.894525945186615,
4364,24,24,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,1.0993664264678955,0.31831130385398865,0.8494420647621155,
4365,25,25,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,1.2002182006835938,0.25887253880500793,0.839812159538269,
4366,26,26,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,1.1586610078811646,0.21605166792869568,0.8013749718666077,
4367,27,27,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,1.1815245151519775,0.18687067925930023,0.789379358291626,
4368,28,28,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,1.127945899963379,0.16216081380844116,0.7740607857704163,
4369,29,29,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,1.000622034072876,0.13749410212039948,0.7702150344848633,
4370,30,30,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,da74672e5b6e4a2b9e27257b86255108,,,,,,1.1800456047058105,0.11380628496408463,0.7695456147193909,
4371,0,0,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,,,,
4372,1,1,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,0.0015943124890327454,-1.2575820385052339E-8,4.125888347625732,
4373,2,2,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,0.21699196100234985,14.875706672668457,3.252357006072998,
4374,3,3,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,0.2906176745891571,12.45455551147461,2.838869571685791,
4375,4,4,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,0.45063936710357666,8.472773551940918,2.556366205215454,
4376,5,5,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,0.5306352376937866,7.351248264312744,2.272615432739258,
4377,6,6,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,0.6575979590415955,6.850794315338135,2.03851318359375,
4378,7,7,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.3453935384750366,6.347210884094238,1.8772066831588745,
4379,8,8,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.3800547122955322,5.670026779174805,1.6660131216049194,
4380,9,9,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.001722812652588,4.238461017608643,1.6311497688293457,
4381,10,10,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.630120038986206,2.861453056335449,1.50969660282135,
4382,11,11,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.282433032989502,2.4535157680511475,1.4928786754608154,
4383,12,12,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.312838077545166,2.263629198074341,1.4022693634033203,
4384,13,13,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.4930589199066162,2.0371580123901367,1.3917887210845947,
4385,14,14,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.4466177225112915,1.7373374700546265,1.3130027055740356,
4386,15,15,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.8935186862945557,1.415396809577942,1.2793574333190918,
4387,16,16,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,1.699346661567688,1.2937991619110107,1.2191170454025269,
4388,17,17,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,2.2977492809295654,1.134320616722107,1.1728041172027588,
4389,18,18,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,2.147134780883789,0.9439319372177124,1.0991735458374023,
4390,19,19,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,2.2576379776000977,0.8465741872787476,1.0757534503936768,
4391,20,20,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,2.7480204105377197,0.6386035680770874,1.005475640296936,
4392,21,21,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,2.782120704650879,0.5286281704902649,0.9905245900154114,
4393,22,22,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,2.971114158630371,0.45055773854255676,0.9254505634307861,
4394,23,23,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,2.979118585586548,0.36843782663345337,0.894525945186615,
4395,24,24,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,3.0041186809539795,0.31831130385398865,0.8494420647621155,
4396,25,25,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,3.4282124042510986,0.25887253880500793,0.839812159538269,
4397,26,26,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,3.3558108806610107,0.21605166792869568,0.8013749718666077,
4398,27,27,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,3.160844326019287,0.18687067925930023,0.789379358291626,
4399,28,28,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,3.5353455543518066,0.16216081380844116,0.7740607857704163,
4400,29,29,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,4.1292595863342285,0.13749410212039948,0.7702150344848633,
4401,30,30,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,e00317e9963748eabe6debd450e2668b,,,,,,4.651262283325195,0.11380628496408463,0.7695456147193909,
4402,0,0,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,,,,
4403,1,1,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.01704849675297737,-1.2575820385052339E-8,4.125888347625732,
4404,2,2,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.017707079648971558,14.875706672668457,3.252357006072998,
4405,3,3,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.1054045632481575,12.45455551147461,2.838869571685791,
4406,4,4,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.24951812624931335,8.472773551940918,2.556366205215454,
4407,5,5,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.3540132939815521,7.351248264312744,2.272615432739258,
4408,6,6,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.3242451846599579,6.850794315338135,2.03851318359375,
4409,7,7,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.4584054946899414,6.347210884094238,1.8772066831588745,
4410,8,8,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.3626396059989929,5.670026779174805,1.6660131216049194,
4411,9,9,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.41658705472946167,4.238461017608643,1.6311497688293457,
4412,10,10,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.45107340812683105,2.861453056335449,1.50969660282135,
4413,11,11,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.4181896448135376,2.4535157680511475,1.4928786754608154,
4414,12,12,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.4790448844432831,2.263629198074341,1.4022693634033203,
4415,13,13,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,0.6537398099899292,2.0371580123901367,1.3917887210845947,
4416,14,14,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,1.4093910455703735,1.7373374700546265,1.3130027055740356,
4417,15,15,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,1.5307146310806274,1.415396809577942,1.2793574333190918,
4418,16,16,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.210620403289795,1.2937991619110107,1.2191170454025269,
4419,17,17,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.20821213722229,1.134320616722107,1.1728041172027588,
4420,18,18,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,1.7032054662704468,0.9439319372177124,1.0991735458374023,
4421,19,19,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,1.5231890678405762,0.8465741872787476,1.0757534503936768,
4422,20,20,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.0268497467041016,0.6386035680770874,1.005475640296936,
4423,21,21,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.1028261184692383,0.5286281704902649,0.9905245900154114,
4424,22,22,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.4097981452941895,0.45055773854255676,0.9254505634307861,
4425,23,23,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.6773107051849365,0.36843782663345337,0.894525945186615,
4426,24,24,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.275808811187744,0.31831130385398865,0.8494420647621155,
4427,25,25,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.4663190841674805,0.25887253880500793,0.839812159538269,
4428,26,26,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.767777919769287,0.21605166792869568,0.8013749718666077,
4429,27,27,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.5480687618255615,0.18687067925930023,0.789379358291626,
4430,28,28,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.462177038192749,0.16216081380844116,0.7740607857704163,
4431,29,29,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.3795909881591797,0.13749410212039948,0.7702150344848633,
4432,30,30,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,1447c68b977a409092004123289bc5e7,,,,,,2.5712027549743652,0.11380628496408463,0.7695456147193909,
4433,0,0,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,,,,
4434,1,1,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.1003064215183258,-1.2575820385052339E-8,4.125888347625732,
4435,2,2,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.2638203501701355,14.875706672668457,3.252357006072998,
4436,3,3,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.3405643105506897,12.45455551147461,2.838869571685791,
4437,4,4,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.3110201954841614,8.472773551940918,2.556366205215454,
4438,5,5,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.2893071472644806,7.351248264312744,2.272615432739258,
4439,6,6,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.4189380705356598,6.850794315338135,2.03851318359375,
4440,7,7,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.4456908702850342,6.347210884094238,1.8772066831588745,
4441,8,8,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.4629285931587219,5.670026779174805,1.6660131216049194,
4442,9,9,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.5031158328056335,4.238461017608643,1.6311497688293457,
4443,10,10,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.6067672967910767,2.861453056335449,1.50969660282135,
4444,11,11,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.6348870992660522,2.4535157680511475,1.4928786754608154,
4445,12,12,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.7067704200744629,2.263629198074341,1.4022693634033203,
4446,13,13,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.727097749710083,2.0371580123901367,1.3917887210845947,
4447,14,14,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.7392118573188782,1.7373374700546265,1.3130027055740356,
4448,15,15,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.7229342460632324,1.415396809577942,1.2793574333190918,
4449,16,16,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.8806831240653992,1.2937991619110107,1.2191170454025269,
4450,17,17,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.893655002117157,1.134320616722107,1.1728041172027588,
4451,18,18,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.8824390172958374,0.9439319372177124,1.0991735458374023,
4452,19,19,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,0.9495999217033386,0.8465741872787476,1.0757534503936768,
4453,20,20,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,1.0615849494934082,0.6386035680770874,1.005475640296936,
4454,21,21,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,1.099778175354004,0.5286281704902649,0.9905245900154114,
4455,22,22,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,1.3448566198349,0.45055773854255676,0.9254505634307861,
4456,23,23,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,1.3139610290527344,0.36843782663345337,0.894525945186615,
4457,24,24,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,1.7534873485565186,0.31831130385398865,0.8494420647621155,
4458,25,25,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,1.968007206916809,0.25887253880500793,0.839812159538269,
4459,26,26,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,1.862964391708374,0.21605166792869568,0.8013749718666077,
4460,27,27,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,2.393939971923828,0.18687067925930023,0.789379358291626,
4461,28,28,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,2.7050161361694336,0.16216081380844116,0.7740607857704163,
4462,29,29,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,2.1341452598571777,0.13749410212039948,0.7702150344848633,
4463,30,30,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,9f34074939584dc684823854de54474b,,,,,,2.694826364517212,0.11380628496408463,0.7695456147193909,
4464,0,0,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,,,,
4465,1,1,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.0020529432222247124,-1.2575820385052339E-8,4.125888347625732,
4466,2,2,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.04061426967382431,14.875706672668457,3.252357006072998,
4467,3,3,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.15145060420036316,12.45455551147461,2.838869571685791,
4468,4,4,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.17251335084438324,8.472773551940918,2.556366205215454,
4469,5,5,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.1998405009508133,7.351248264312744,2.272615432739258,
4470,6,6,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.206320658326149,6.850794315338135,2.03851318359375,
4471,7,7,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.27649104595184326,6.347210884094238,1.8772066831588745,
4472,8,8,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.23822784423828125,5.670026779174805,1.6660131216049194,
4473,9,9,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.24750466644763947,4.238461017608643,1.6311497688293457,
4474,10,10,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.17385487258434296,2.861453056335449,1.50969660282135,
4475,11,11,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.14965999126434326,2.4535157680511475,1.4928786754608154,
4476,12,12,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.18091751635074615,2.263629198074341,1.4022693634033203,
4477,13,13,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.18553383648395538,2.0371580123901367,1.3917887210845947,
4478,14,14,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.2054094523191452,1.7373374700546265,1.3130027055740356,
4479,15,15,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.18149477243423462,1.415396809577942,1.2793574333190918,
4480,16,16,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.2488454282283783,1.2937991619110107,1.2191170454025269,
4481,17,17,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.2555384337902069,1.134320616722107,1.1728041172027588,
4482,18,18,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.32435232400894165,0.9439319372177124,1.0991735458374023,
4483,19,19,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.30938783288002014,0.8465741872787476,1.0757534503936768,
4484,20,20,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.3692709505558014,0.6386035680770874,1.005475640296936,
4485,21,21,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.41609349846839905,0.5286281704902649,0.9905245900154114,
4486,22,22,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.37986624240875244,0.45055773854255676,0.9254505634307861,
4487,23,23,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.4584383964538574,0.36843782663345337,0.894525945186615,
4488,24,24,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.49454450607299805,0.31831130385398865,0.8494420647621155,
4489,25,25,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.40579718351364136,0.25887253880500793,0.839812159538269,
4490,26,26,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.45865511894226074,0.21605166792869568,0.8013749718666077,
4491,27,27,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.5093752145767212,0.18687067925930023,0.789379358291626,
4492,28,28,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.5887516736984253,0.16216081380844116,0.7740607857704163,
4493,29,29,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.43765586614608765,0.13749410212039948,0.7702150344848633,
4494,30,30,vqvae,16,minigrid-crossing-stochastic,6,576,None,64,bfe8de67e25a4b77adb3ccfc23c8ba8e,,,,,,0.4569895267486572,0.11380628496408463,0.7695456147193909,
4495,0,0,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,,,,
4496,1,1,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,9.626802057027817E-4,-1.2575820385052339E-8,4.125888347625732,
4497,2,2,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.005080308299511671,14.875706672668457,3.252357006072998,
4498,3,3,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.1577697992324829,12.45455551147461,2.838869571685791,
4499,4,4,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.28057876229286194,8.472773551940918,2.556366205215454,
4500,5,5,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.20288710296154022,7.351248264312744,2.272615432739258,
4501,6,6,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.3016822338104248,6.850794315338135,2.03851318359375,
4502,7,7,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.32276812195777893,6.347210884094238,1.8772066831588745,
4503,8,8,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.3339250385761261,5.670026779174805,1.6660131216049194,
4504,9,9,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.3653464913368225,4.238461017608643,1.6311497688293457,
4505,10,10,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.46660473942756653,2.861453056335449,1.50969660282135,
4506,11,11,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.5896358489990234,2.4535157680511475,1.4928786754608154,
4507,12,12,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.6795027256011963,2.263629198074341,1.4022693634033203,
4508,13,13,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.7001835107803345,2.0371580123901367,1.3917887210845947,
4509,14,14,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,0.7528336644172668,1.7373374700546265,1.3130027055740356,
4510,15,15,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,1.0791865587234497,1.415396809577942,1.2793574333190918,
4511,16,16,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,1.07731294631958,1.2937991619110107,1.2191170454025269,
4512,17,17,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,1.3541545867919922,1.134320616722107,1.1728041172027588,
4513,18,18,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,1.485184669494629,0.9439319372177124,1.0991735458374023,
4514,19,19,ae,None,minigrid-crossing-stochastic,8,1024,1024,32,9aba244eccbc4b43b95c16a5a0d8c98e,,,,,,1.7834596633911133,0.8465741872787476,1.0757534503936768,
