,step,n_step,ae_model_type,codebook_size,env_name,filter_size,final_latent_dim,latent_dim,trans_hidden,experiment_key,random_state_distrib_kl_div,random_uniform_distrib_kl_div,goal_state_distrib_kl_div,goal_delayed_state_distrib_kl_div,goal_uniform_distrib_kl_div,explore_right_state_distrib_kl_div,explore_right_delayed_state_distrib_kl_div,explore_right_uniform_distrib_kl_div,e2e_loss
1847,18,18,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,15.56761646270752,0.04707779735326767,3.7291111946105957,,,,
1848,19,19,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,15.609679222106934,0.0376061387360096,3.8727519512176514,,,,
1849,20,20,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,15.696051597595215,0.031317003071308136,4.055161476135254,,,,
1850,21,21,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,14.968181610107422,0.024281304329633713,4.248812198638916,,,,
1851,22,22,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,15.577432632446289,0.02477777563035488,4.444065570831299,,,,
1852,23,23,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,16.037290573120117,0.01776871085166931,4.638254165649414,,,,
1853,24,24,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,16.422853469848633,0.018604129552841187,4.8197922706604,,,,
1854,25,25,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,16.790361404418945,0.015962541103363037,4.983548641204834,,,,
1855,26,26,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,17.112289428710938,0.015916822478175163,5.131689548492432,,,,
1856,27,27,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,17.634225845336914,0.015015020966529846,5.262822151184082,,,,
1857,28,28,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,17.547510147094727,0.012370595708489418,5.36965274810791,,,,
1858,29,29,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,17.690099716186523,0.006957567296922207,5.466979503631592,,,,
1859,30,30,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,2bbe39782c744fed8cfb5a0f7320f9b9,,,17.848831176757812,0.00873125996440649,5.54659366607666,,,,
1860,0,0,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,,,,,,,
1861,1,1,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,0.36877554655075073,-3.2975943753399406E-8,5.214484691619873,,,,
1862,2,2,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,0.1446712762117386,9.948359489440918,4.824257850646973,,,,
1863,3,3,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,0.16697467863559723,8.261832237243652,4.583188056945801,,,,
1864,4,4,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,5.65374231338501,5.553465366363525,4.410275936126709,,,,
1865,5,5,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,9.530871391296387,4.675449848175049,4.25632381439209,,,,
1866,6,6,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,12.489424705505371,4.278069496154785,4.131308078765869,,,,
1867,7,7,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,9.033185958862305,3.839041233062744,4.022337913513184,,,,
1868,8,8,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,5.686923503875732,2.996077537536621,3.902053117752075,,,,
1869,9,9,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,5.327507019042969,2.670072317123413,3.754103899002075,,,,
1870,10,10,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,7.08899450302124,2.382275342941284,3.607405662536621,,,,
1871,11,11,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,9.285767555236816,1.9763329029083252,3.5106945037841797,,,,
1872,12,12,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,11.120495796203613,1.7221128940582275,3.469259023666382,,,,
1873,13,13,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,10.599027633666992,0.9794120192527771,3.475034475326538,,,,
1874,14,14,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,11.973764419555664,0.6294719576835632,3.507413864135742,,,,
1875,15,15,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,10.87462043762207,0.5159118175506592,3.5181944370269775,,,,
1876,16,16,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,12.026701927185059,0.08368639647960663,3.542522430419922,,,,
1877,17,17,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,11.238175392150879,0.05937465280294418,3.6159842014312744,,,,
1878,18,18,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,11.502280235290527,0.04707779735326767,3.7291111946105957,,,,
1879,19,19,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,12.425910949707031,0.0376061387360096,3.8727519512176514,,,,
1880,20,20,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,11.750860214233398,0.031317003071308136,4.055161476135254,,,,
1881,21,21,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,12.772588729858398,0.024281304329633713,4.248812198638916,,,,
1882,22,22,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,12.061440467834473,0.02477777563035488,4.444065570831299,,,,
1883,23,23,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,12.889178276062012,0.01776871085166931,4.638254165649414,,,,
1884,24,24,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,13.887533187866211,0.018604129552841187,4.8197922706604,,,,
1885,25,25,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,14.937016487121582,0.015962541103363037,4.983548641204834,,,,
1886,26,26,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,15.574834823608398,0.015916822478175163,5.131689548492432,,,,
1887,27,27,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,15.90152645111084,0.015015020966529846,5.262822151184082,,,,
1888,28,28,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,16.34920310974121,0.012370595708489418,5.36965274810791,,,,
1889,29,29,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,16.722341537475586,0.006957567296922207,5.466979503631592,,,,
1890,30,30,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,02dedd07deed44c5b4bfdafb34e3f244,,,17.0526065826416,0.00873125996440649,5.54659366607666,,,,
1891,0,0,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,,,,,,,
1892,1,1,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,0.2979286313056946,-3.2975943753399406E-8,5.214484691619873,,,,
1893,2,2,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,0.17997810244560242,9.948359489440918,4.824257850646973,,,,
1894,3,3,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,0.16189442574977875,8.261832237243652,4.583188056945801,,,,
1895,4,4,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,5.357662677764893,5.553465366363525,4.410275936126709,,,,
1896,5,5,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,9.44697380065918,4.675449848175049,4.25632381439209,,,,
1897,6,6,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,12.360437393188477,4.278069496154785,4.131308078765869,,,,
1898,7,7,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,9.604232788085938,3.839041233062744,4.022337913513184,,,,
1899,8,8,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,5.309600830078125,2.996077537536621,3.902053117752075,,,,
1900,9,9,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,5.514811038970947,2.670072317123413,3.754103899002075,,,,
1901,10,10,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,7.38421630859375,2.382275342941284,3.607405662536621,,,,
1902,11,11,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,9.427671432495117,1.9763329029083252,3.5106945037841797,,,,
1903,12,12,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,11.081789016723633,1.7221128940582275,3.469259023666382,,,,
1904,13,13,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,12.250707626342773,0.9794120192527771,3.475034475326538,,,,
1905,14,14,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,11.047630310058594,0.6294719576835632,3.507413864135742,,,,
1906,15,15,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,9.15540885925293,0.5159118175506592,3.5181944370269775,,,,
1907,16,16,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,8.840317726135254,0.08368639647960663,3.542522430419922,,,,
1908,17,17,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,8.124549865722656,0.05937465280294418,3.6159842014312744,,,,
1909,18,18,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,9.35638427734375,0.04707779735326767,3.7291111946105957,,,,
1910,19,19,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,10.553095817565918,0.0376061387360096,3.8727519512176514,,,,
1911,20,20,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,10.386431694030762,0.031317003071308136,4.055161476135254,,,,
1912,21,21,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,12.72258472442627,0.024281304329633713,4.248812198638916,,,,
1913,22,22,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,12.219684600830078,0.02477777563035488,4.444065570831299,,,,
1914,23,23,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,13.1246919631958,0.01776871085166931,4.638254165649414,,,,
1915,24,24,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,14.001486778259277,0.018604129552841187,4.8197922706604,,,,
1916,25,25,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,14.679038047790527,0.015962541103363037,4.983548641204834,,,,
1917,26,26,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,15.37350082397461,0.015916822478175163,5.131689548492432,,,,
1918,27,27,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,15.914044380187988,0.015015020966529846,5.262822151184082,,,,
1919,28,28,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,16.385902404785156,0.012370595708489418,5.36965274810791,,,,
1920,29,29,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,16.7552433013916,0.006957567296922207,5.466979503631592,,,,
1921,30,30,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,3c38a92e39cd405da6a745e330135926,,,17.08527946472168,0.00873125996440649,5.54659366607666,,,,
1922,0,0,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,,,,
1923,1,1,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.0010121578816324472,-1.2575820385052339E-8,4.125888347625732,
1924,2,2,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.05857651308178902,14.875706672668457,3.252357006072998,
1925,3,3,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.09848488867282867,12.45455551147461,2.838869571685791,
1926,4,4,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.26369354128837585,8.472773551940918,2.556366205215454,
1927,5,5,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.365974485874176,7.351248264312744,2.272615432739258,
1928,6,6,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.36482810974121094,6.850794315338135,2.03851318359375,
1929,7,7,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.41232067346572876,6.347210884094238,1.8772066831588745,
1930,8,8,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.5544692277908325,5.670026779174805,1.6660131216049194,
1931,9,9,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.6177626848220825,4.238461017608643,1.6311497688293457,
1932,10,10,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.6249709129333496,2.861453056335449,1.50969660282135,
1933,11,11,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.5698458552360535,2.4535157680511475,1.4928786754608154,
1934,12,12,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.5012531876564026,2.263629198074341,1.4022693634033203,
1935,13,13,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.6558343172073364,2.0371580123901367,1.3917887210845947,
1936,14,14,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.6628624200820923,1.7373374700546265,1.3130027055740356,
1937,15,15,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.6469570994377136,1.415396809577942,1.2793574333190918,
1938,16,16,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.6975201964378357,1.2937991619110107,1.2191170454025269,
1939,17,17,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.8797804117202759,1.134320616722107,1.1728041172027588,
1940,18,18,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.9124815464019775,0.9439319372177124,1.0991735458374023,
1941,19,19,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.802013099193573,0.8465741872787476,1.0757534503936768,
1942,20,20,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.892588198184967,0.6386035680770874,1.005475640296936,
1943,21,21,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,0.9246224164962769,0.5286281704902649,0.9905245900154114,
1944,22,22,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,1.2485724687576294,0.45055773854255676,0.9254505634307861,
1945,23,23,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,1.1642417907714844,0.36843782663345337,0.894525945186615,
1946,24,24,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,1.548714280128479,0.31831130385398865,0.8494420647621155,
1947,25,25,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,1.1899186372756958,0.25887253880500793,0.839812159538269,
1948,26,26,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,1.3999608755111694,0.21605166792869568,0.8013749718666077,
1949,27,27,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,1.3684968948364258,0.18687067925930023,0.789379358291626,
1950,28,28,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,1.321249008178711,0.16216081380844116,0.7740607857704163,
1951,29,29,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,1.4069533348083496,0.13749410212039948,0.7702150344848633,
1952,30,30,ae,None,minigrid-crossing-stochastic,8,1024,1024,64,d9f4f547e5554b45ab43e4baf06e629e,,,,,,1.2932487726211548,0.11380628496408463,0.7695456147193909,
1953,0,0,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,,,,,,,
1954,1,1,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,0.052406348288059235,-3.2975943753399406E-8,5.214484691619873,,,,
1955,2,2,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,0.08335264027118683,9.948359489440918,4.824257850646973,,,,
1956,3,3,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,0.1152721494436264,8.261832237243652,4.583188056945801,,,,
1957,4,4,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,5.312127590179443,5.553465366363525,4.410275936126709,,,,
1958,5,5,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,6.132761001586914,4.675449848175049,4.25632381439209,,,,
1959,6,6,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,4.685603618621826,4.278069496154785,4.131308078765869,,,,
1960,7,7,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,4.298031806945801,3.839041233062744,4.022337913513184,,,,
1961,8,8,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,3.693300485610962,2.996077537536621,3.902053117752075,,,,
1962,9,9,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,3.406062602996826,2.670072317123413,3.754103899002075,,,,
1963,10,10,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,5.848384857177734,2.382275342941284,3.607405662536621,,,,
1964,11,11,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,8.529726028442383,1.9763329029083252,3.5106945037841797,,,,
1965,12,12,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,8.307943344116211,1.7221128940582275,3.469259023666382,,,,
1966,13,13,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,8.035515785217285,0.9794120192527771,3.475034475326538,,,,
1967,14,14,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,6.99308443069458,0.6294719576835632,3.507413864135742,,,,
1968,15,15,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,8.058780670166016,0.5159118175506592,3.5181944370269775,,,,
1969,16,16,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,9.461200714111328,0.08368639647960663,3.542522430419922,,,,
1970,17,17,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,7.984281539916992,0.05937465280294418,3.6159842014312744,,,,
1971,18,18,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,9.508289337158203,0.04707779735326767,3.7291111946105957,,,,
1972,19,19,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,10.630797386169434,0.0376061387360096,3.8727519512176514,,,,
1973,20,20,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,11.913573265075684,0.031317003071308136,4.055161476135254,,,,
1974,21,21,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,11.571494102478027,0.024281304329633713,4.248812198638916,,,,
1975,22,22,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,12.581936836242676,0.02477777563035488,4.444065570831299,,,,
1976,23,23,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,13.41295051574707,0.01776871085166931,4.638254165649414,,,,
1977,24,24,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,13.905742645263672,0.018604129552841187,4.8197922706604,,,,
1978,25,25,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,14.688691139221191,0.015962541103363037,4.983548641204834,,,,
1979,26,26,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,15.347877502441406,0.015916822478175163,5.131689548492432,,,,
1980,27,27,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,15.906006813049316,0.015015020966529846,5.262822151184082,,,,
1981,28,28,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,16.44620704650879,0.012370595708489418,5.36965274810791,,,,
1982,29,29,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,16.82158088684082,0.006957567296922207,5.466979503631592,,,,
1983,30,30,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,bba39780ae6f452fb0f1bffff3487ad5,,,17.156673431396484,0.00873125996440649,5.54659366607666,,,,
1984,0,0,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,,,,,,,
1985,1,1,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,0.03281513229012489,-3.2975943753399406E-8,5.214484691619873,,,,
1986,2,2,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,0.03988845646381378,9.948359489440918,4.824257850646973,,,,
1987,3,3,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,0.07288575917482376,8.261832237243652,4.583188056945801,,,,
1988,4,4,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,5.303594589233398,5.553465366363525,4.410275936126709,,,,
1989,5,5,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,9.274731636047363,4.675449848175049,4.25632381439209,,,,
1990,6,6,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,5.842472076416016,4.278069496154785,4.131308078765869,,,,
1991,7,7,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,4.875028610229492,3.839041233062744,4.022337913513184,,,,
1992,8,8,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,3.0151076316833496,2.996077537536621,3.902053117752075,,,,
1993,9,9,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,4.515246391296387,2.670072317123413,3.754103899002075,,,,
1994,10,10,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,7.011735439300537,2.382275342941284,3.607405662536621,,,,
1995,11,11,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,9.152153015136719,1.9763329029083252,3.5106945037841797,,,,
1996,12,12,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,10.981742858886719,1.7221128940582275,3.469259023666382,,,,
1997,13,13,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,12.223189353942871,0.9794120192527771,3.475034475326538,,,,
1998,14,14,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,13.266602516174316,0.6294719576835632,3.507413864135742,,,,
1999,15,15,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,13.082189559936523,0.5159118175506592,3.5181944370269775,,,,
2000,16,16,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,13.620014190673828,0.08368639647960663,3.542522430419922,,,,
2001,17,17,ae,None,minigrid-door-key-stochastic,8,1024,1024,64,ad0648c0e45743a88750187af9da7c97,,,14.386545181274414,0.05937465280294418,3.6159842014312744,,,,
