,step,n_step,ae_model_type,codebook_size,env_name,filter_size,final_latent_dim,latent_dim,experiment_key,goal_state_distrib_kl_div,goal_delayed_state_distrib_kl_div,goal_uniform_distrib_kl_div,explore_right_state_distrib_kl_div,explore_right_delayed_state_distrib_kl_div,explore_right_uniform_distrib_kl_div
2205,4,4,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,0.29767781496047974,5.553465366363525,4.410275936126709,,,
2206,5,5,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,0.4326329827308655,4.675449848175049,4.25632381439209,,,
2207,6,6,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,0.5707180500030518,4.278069496154785,4.131308078765869,,,
2208,7,7,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,0.5900633335113525,3.839041233062744,4.022337913513184,,,
2209,8,8,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,0.6500447988510132,2.996077537536621,3.902053117752075,,,
2210,9,9,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,0.7085542678833008,2.670072317123413,3.754103899002075,,,
2211,10,10,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,0.7938628196716309,2.382275342941284,3.607405662536621,,,
2212,11,11,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,0.8891372680664062,1.9763329029083252,3.5106945037841797,,,
2213,12,12,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,0.9720767140388489,1.7221128940582275,3.469259023666382,,,
2214,13,13,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.0695414543151855,0.9794120192527771,3.475034475326538,,,
2215,14,14,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.1850143671035767,0.6294719576835632,3.507413864135742,,,
2216,15,15,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.1889601945877075,0.5159118175506592,3.5181944370269775,,,
2217,16,16,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.2521649599075317,0.08368639647960663,3.542522430419922,,,
2218,17,17,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.3062838315963745,0.05937465280294418,3.6159842014312744,,,
2219,18,18,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.3131548166275024,0.04707779735326767,3.7291111946105957,,,
2220,19,19,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.314732551574707,0.0376061387360096,3.8727519512176514,,,
2221,20,20,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.3031346797943115,0.031317003071308136,4.055161476135254,,,
2222,21,21,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.3163049221038818,0.024281304329633713,4.248812198638916,,,
2223,22,22,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.2855098247528076,0.02477777563035488,4.444065570831299,,,
2224,23,23,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.2677297592163086,0.01776871085166931,4.638254165649414,,,
2225,24,24,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.2607916593551636,0.018604129552841187,4.8197922706604,,,
2226,25,25,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.2281267642974854,0.015962541103363037,4.983548641204834,,,
2227,26,26,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.1782265901565552,0.015916822478175163,5.131689548492432,,,
2228,27,27,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.1577236652374268,0.015015020966529846,5.262822151184082,,,
2229,28,28,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.1360875368118286,0.012370595708489418,5.36965274810791,,,
2230,29,29,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.1099129915237427,0.006957567296922207,5.466979503631592,,,
2231,30,30,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,1753d6d520a4447fbb95df3451749e46,1.0911186933517456,0.00873125996440649,5.54659366607666,,,
2232,0,0,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,,,,,,
2233,1,1,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,0.014603190124034882,-3.2975943753399406E-8,5.214484691619873,,,
2234,2,2,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,0.26428648829460144,9.948359489440918,4.824257850646973,,,
2235,3,3,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,0.322701096534729,8.261832237243652,4.583188056945801,,,
2236,4,4,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,5.701371669769287,5.553465366363525,4.410275936126709,,,
2237,5,5,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,9.698501586914062,4.675449848175049,4.25632381439209,,,
2238,6,6,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,5.142370223999023,4.278069496154785,4.131308078765869,,,
2239,7,7,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,8.16581916809082,3.839041233062744,4.022337913513184,,,
2240,8,8,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,8.370098114013672,2.996077537536621,3.902053117752075,,,
2241,9,9,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,8.551448822021484,2.670072317123413,3.754103899002075,,,
2242,10,10,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,8.422115325927734,2.382275342941284,3.607405662536621,,,
2243,11,11,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,10.427175521850586,1.9763329029083252,3.5106945037841797,,,
2244,12,12,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,9.7098388671875,1.7221128940582275,3.469259023666382,,,
2245,13,13,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,11.820316314697266,0.9794120192527771,3.475034475326538,,,
2246,14,14,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,12.68664836883545,0.6294719576835632,3.507413864135742,,,
2247,15,15,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,12.32702350616455,0.5159118175506592,3.5181944370269775,,,
2248,16,16,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,12.00415325164795,0.08368639647960663,3.542522430419922,,,
2249,17,17,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,9.916838645935059,0.05937465280294418,3.6159842014312744,,,
2250,18,18,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,10.896100997924805,0.04707779735326767,3.7291111946105957,,,
2251,19,19,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,10.238762855529785,0.0376061387360096,3.8727519512176514,,,
2252,20,20,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,9.912330627441406,0.031317003071308136,4.055161476135254,,,
2253,21,21,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,10.83232593536377,0.024281304329633713,4.248812198638916,,,
2254,22,22,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,11.945272445678711,0.02477777563035488,4.444065570831299,,,
2255,23,23,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,12.864418029785156,0.01776871085166931,4.638254165649414,,,
2256,24,24,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,13.853547096252441,0.018604129552841187,4.8197922706604,,,
2257,25,25,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,14.606539726257324,0.015962541103363037,4.983548641204834,,,
2258,26,26,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,15.331155776977539,0.015916822478175163,5.131689548492432,,,
2259,27,27,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,15.908193588256836,0.015015020966529846,5.262822151184082,,,
2260,28,28,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,16.421730041503906,0.012370595708489418,5.36965274810791,,,
2261,29,29,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,16.849123001098633,0.006957567296922207,5.466979503631592,,,
2262,30,30,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,113d984c9a684e9cbc9df4fbcfcc3966,17.17597770690918,0.00873125996440649,5.54659366607666,,,
2263,0,0,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,,,,,,
2264,1,1,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.008200595155358315,-3.2975943753399406E-8,5.214484691619873,,,
2265,2,2,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.07833033055067062,9.948359489440918,4.824257850646973,,,
2266,3,3,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.10160987079143524,8.261832237243652,4.583188056945801,,,
2267,4,4,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.12367308139801025,5.553465366363525,4.410275936126709,,,
2268,5,5,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.20593254268169403,4.675449848175049,4.25632381439209,,,
2269,6,6,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.22266888618469238,4.278069496154785,4.131308078765869,,,
2270,7,7,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.18986809253692627,3.839041233062744,4.022337913513184,,,
2271,8,8,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.28393638134002686,2.996077537536621,3.902053117752075,,,
2272,9,9,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.3114662170410156,2.670072317123413,3.754103899002075,,,
2273,10,10,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,0.8286916017532349,2.382275342941284,3.607405662536621,,,
2274,11,11,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,1.3150620460510254,1.9763329029083252,3.5106945037841797,,,
2275,12,12,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,1.5833975076675415,1.7221128940582275,3.469259023666382,,,
2276,13,13,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,2.529693841934204,0.9794120192527771,3.475034475326538,,,
2277,14,14,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,2.5032997131347656,0.6294719576835632,3.507413864135742,,,
2278,15,15,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,4.508945941925049,0.5159118175506592,3.5181944370269775,,,
2279,16,16,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,3.4076740741729736,0.08368639647960663,3.542522430419922,,,
2280,17,17,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,4.472390174865723,0.05937465280294418,3.6159842014312744,,,
2281,18,18,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,5.847442626953125,0.04707779735326767,3.7291111946105957,,,
2282,19,19,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,7.2026047706604,0.0376061387360096,3.8727519512176514,,,
2283,20,20,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,8.739802360534668,0.031317003071308136,4.055161476135254,,,
2284,21,21,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,10.0657958984375,0.024281304329633713,4.248812198638916,,,
2285,22,22,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,11.387563705444336,0.02477777563035488,4.444065570831299,,,
2286,23,23,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,12.557051658630371,0.01776871085166931,4.638254165649414,,,
2287,24,24,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,13.620220184326172,0.018604129552841187,4.8197922706604,,,
2288,25,25,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,14.470417022705078,0.015962541103363037,4.983548641204834,,,
2289,26,26,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,15.222624778747559,0.015916822478175163,5.131689548492432,,,
2290,27,27,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,15.868936538696289,0.015015020966529846,5.262822151184082,,,
2291,28,28,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,16.39004898071289,0.012370595708489418,5.36965274810791,,,
2292,29,29,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,16.80426788330078,0.006957567296922207,5.466979503631592,,,
2293,30,30,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,5b8deea267a14e8bbbebd71c0ca39e98,17.15068244934082,0.00873125996440649,5.54659366607666,,,
2294,0,0,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,,,,,,
2295,1,1,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,0.06704387813806534,-3.2975943753399406E-8,5.214484691619873,,,
2296,2,2,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,0.06974078714847565,9.948359489440918,4.824257850646973,,,
2297,3,3,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,0.10062497109174728,8.261832237243652,4.583188056945801,,,
2298,4,4,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,0.7736994028091431,5.553465366363525,4.410275936126709,,,
2299,5,5,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,1.3041284084320068,4.675449848175049,4.25632381439209,,,
2300,6,6,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,1.8805890083312988,4.278069496154785,4.131308078765869,,,
2301,7,7,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,2.21443247795105,3.839041233062744,4.022337913513184,,,
2302,8,8,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,2.6518237590789795,2.996077537536621,3.902053117752075,,,
2303,9,9,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,4.51975154876709,2.670072317123413,3.754103899002075,,,
2304,10,10,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,4.780190944671631,2.382275342941284,3.607405662536621,,,
2305,11,11,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,4.956820964813232,1.9763329029083252,3.5106945037841797,,,
2306,12,12,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,5.028115272521973,1.7221128940582275,3.469259023666382,,,
2307,13,13,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,4.875461101531982,0.9794120192527771,3.475034475326538,,,
2308,14,14,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,8.586677551269531,0.6294719576835632,3.507413864135742,,,
2309,15,15,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,6.850565433502197,0.5159118175506592,3.5181944370269775,,,
2310,16,16,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,8.034849166870117,0.08368639647960663,3.542522430419922,,,
2311,17,17,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,7.297597885131836,0.05937465280294418,3.6159842014312744,,,
2312,18,18,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,7.002906322479248,0.04707779735326767,3.7291111946105957,,,
2313,19,19,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,8.40219783782959,0.0376061387360096,3.8727519512176514,,,
2314,20,20,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,9.424570083618164,0.031317003071308136,4.055161476135254,,,
2315,21,21,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,11.044787406921387,0.024281304329633713,4.248812198638916,,,
2316,22,22,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,11.919692993164062,0.02477777563035488,4.444065570831299,,,
2317,23,23,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,13.332388877868652,0.01776871085166931,4.638254165649414,,,
2318,24,24,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,13.96889877319336,0.018604129552841187,4.8197922706604,,,
2319,25,25,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,14.730764389038086,0.015962541103363037,4.983548641204834,,,
2320,26,26,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,15.414241790771484,0.015916822478175163,5.131689548492432,,,
2321,27,27,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,15.982548713684082,0.015015020966529846,5.262822151184082,,,
2322,28,28,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,16.475650787353516,0.012370595708489418,5.36965274810791,,,
2323,29,29,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,16.870145797729492,0.006957567296922207,5.466979503631592,,,
2324,30,30,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,dc9092175a26400cb39a22b7ee081d40,17.202878952026367,0.00873125996440649,5.54659366607666,,,
2325,0,0,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,,,,,,
2326,1,1,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,0.347334086894989,-3.2975943753399406E-8,5.214484691619873,,,
2327,2,2,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,0.3196934759616852,9.948359489440918,4.824257850646973,,,
2328,3,3,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,2.302927255630493,8.261832237243652,4.583188056945801,,,
2329,4,4,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,7.067842483520508,5.553465366363525,4.410275936126709,,,
2330,5,5,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,10.774446487426758,4.675449848175049,4.25632381439209,,,
2331,6,6,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,13.368316650390625,4.278069496154785,4.131308078765869,,,
2332,7,7,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,13.337895393371582,3.839041233062744,4.022337913513184,,,
2333,8,8,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,13.987374305725098,2.996077537536621,3.902053117752075,,,
2334,9,9,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,15.178627967834473,2.670072317123413,3.754103899002075,,,
2335,10,10,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,15.547929763793945,2.382275342941284,3.607405662536621,,,
2336,11,11,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,15.462143898010254,1.9763329029083252,3.5106945037841797,,,
2337,12,12,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,15.759693145751953,1.7221128940582275,3.469259023666382,,,
2338,13,13,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,14.58426570892334,0.9794120192527771,3.475034475326538,,,
2339,14,14,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,15.924229621887207,0.6294719576835632,3.507413864135742,,,
2340,15,15,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,15.898415565490723,0.5159118175506592,3.5181944370269775,,,
2341,16,16,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,15.87734603881836,0.08368639647960663,3.542522430419922,,,
2342,17,17,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,15.833357810974121,0.05937465280294418,3.6159842014312744,,,
2343,18,18,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,15.911428451538086,0.04707779735326767,3.7291111946105957,,,
2344,19,19,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,16.058168411254883,0.0376061387360096,3.8727519512176514,,,
2345,20,20,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,16.21335792541504,0.031317003071308136,4.055161476135254,,,
2346,21,21,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,16.717525482177734,0.024281304329633713,4.248812198638916,,,
2347,22,22,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,16.90743064880371,0.02477777563035488,4.444065570831299,,,
2348,23,23,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,17.11074447631836,0.01776871085166931,4.638254165649414,,,
2349,24,24,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,17.289731979370117,0.018604129552841187,4.8197922706604,,,
2350,25,25,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,17.437063217163086,0.015962541103363037,4.983548641204834,,,
2351,26,26,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,17.58473014831543,0.015916822478175163,5.131689548492432,,,
2352,27,27,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,17.73069953918457,0.015015020966529846,5.262822151184082,,,
2353,28,28,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,17.841318130493164,0.012370595708489418,5.36965274810791,,,
2354,29,29,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,17.925151824951172,0.006957567296922207,5.466979503631592,,,
2355,30,30,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,4003ec6c7f394fc79f895ee0021a6771,18.017431259155273,0.00873125996440649,5.54659366607666,,,
2356,0,0,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,ccfa27ae37e74a849565f0b18618b754,,,,,,
2357,1,1,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,ccfa27ae37e74a849565f0b18618b754,0.0046642497181892395,-3.2975943753399406E-8,5.214484691619873,,,
2358,2,2,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,ccfa27ae37e74a849565f0b18618b754,0.02723516896367073,9.948359489440918,4.824257850646973,,,
2359,3,3,hard_fta_ae,256,minigrid-door-key-stochastic,6,9216,None,ccfa27ae37e74a849565f0b18618b754,0.029798569157719612,8.261832237243652,4.583188056945801,,,
