,step,n_step,ae_model_type,codebook_size,env_name,filter_size,final_latent_dim,latent_dim,experiment_key,goal_state_distrib_kl_div,goal_delayed_state_distrib_kl_div,goal_uniform_distrib_kl_div,explore_right_state_distrib_kl_div,explore_right_delayed_state_distrib_kl_div,explore_right_uniform_distrib_kl_div
1074,20,20,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.46542781591415405,0.6386035680770874,1.005475640296936
1075,21,21,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.4553099274635315,0.5286281704902649,0.9905245900154114
1076,22,22,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.531622588634491,0.45055773854255676,0.9254505634307861
1077,23,23,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.7138462066650391,0.36843782663345337,0.894525945186615
1078,24,24,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.6474550366401672,0.31831130385398865,0.8494420647621155
1079,25,25,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.9247269630432129,0.25887253880500793,0.839812159538269
1080,26,26,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.9985668659210205,0.21605166792869568,0.8013749718666077
1081,27,27,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.8250623941421509,0.18687067925930023,0.789379358291626
1082,28,28,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.6886370778083801,0.16216081380844116,0.7740607857704163
1083,29,29,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.6693085432052612,0.13749410212039948,0.7702150344848633
1084,30,30,vqvae,1024,minigrid-crossing-stochastic,9,82944,None,ec137c6e87464026927ee30c9598da7a,,,,0.685634970664978,0.11380628496408463,0.7695456147193909
1085,0,0,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,,,,,,
1086,1,1,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.0503951832652092,-3.2975943753399406E-8,5.214484691619873,,,
1087,2,2,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.07068264484405518,9.948359489440918,4.824257850646973,,,
1088,3,3,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.07161558419466019,8.261832237243652,4.583188056945801,,,
1089,4,4,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.16511136293411255,5.553465366363525,4.410275936126709,,,
1090,5,5,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.2233525514602661,4.675449848175049,4.25632381439209,,,
1091,6,6,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.2378539741039276,4.278069496154785,4.131308078765869,,,
1092,7,7,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.24653726816177368,3.839041233062744,4.022337913513184,,,
1093,8,8,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.25102290511131287,2.996077537536621,3.902053117752075,,,
1094,9,9,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.30046987533569336,2.670072317123413,3.754103899002075,,,
1095,10,10,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.26590803265571594,2.382275342941284,3.607405662536621,,,
1096,11,11,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.344728946685791,1.9763329029083252,3.5106945037841797,,,
1097,12,12,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.2754378318786621,1.7221128940582275,3.469259023666382,,,
1098,13,13,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.26717427372932434,0.9794120192527771,3.475034475326538,,,
1099,14,14,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.26844021677970886,0.6294719576835632,3.507413864135742,,,
1100,15,15,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.2737616300582886,0.5159118175506592,3.5181944370269775,,,
1101,16,16,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.29802757501602173,0.08368639647960663,3.542522430419922,,,
1102,17,17,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.3032832145690918,0.05937465280294418,3.6159842014312744,,,
1103,18,18,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.28411805629730225,0.04707779735326767,3.7291111946105957,,,
1104,19,19,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.29176902770996094,0.0376061387360096,3.8727519512176514,,,
1105,20,20,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.2742282450199127,0.031317003071308136,4.055161476135254,,,
1106,21,21,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.27597492933273315,0.024281304329633713,4.248812198638916,,,
1107,22,22,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.27344200015068054,0.02477777563035488,4.444065570831299,,,
1108,23,23,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.26587778329849243,0.01776871085166931,4.638254165649414,,,
1109,24,24,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.27039289474487305,0.018604129552841187,4.8197922706604,,,
1110,25,25,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.2712869346141815,0.015962541103363037,4.983548641204834,,,
1111,26,26,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.2743092477321625,0.015916822478175163,5.131689548492432,,,
1112,27,27,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.27177464962005615,0.015015020966529846,5.262822151184082,,,
1113,28,28,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.2639971375465393,0.012370595708489418,5.36965274810791,,,
1114,29,29,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.26087281107902527,0.006957567296922207,5.466979503631592,,,
1115,30,30,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,7489319d49ef4a7699ba15e3760a7b49,0.25709268450737,0.00873125996440649,5.54659366607666,,,
1116,0,0,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,,,,,,
1117,1,1,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,0.04278552159667015,-3.2975943753399406E-8,5.214484691619873,,,
1118,2,2,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,0.08825038373470306,9.948359489440918,4.824257850646973,,,
1119,3,3,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,0.14537429809570312,8.261832237243652,4.583188056945801,,,
1120,4,4,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,0.8421789407730103,5.553465366363525,4.410275936126709,,,
1121,5,5,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.3101272583007812,4.675449848175049,4.25632381439209,,,
1122,6,6,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.6226451396942139,4.278069496154785,4.131308078765869,,,
1123,7,7,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.4010449647903442,3.839041233062744,4.022337913513184,,,
1124,8,8,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.3855514526367188,2.996077537536621,3.902053117752075,,,
1125,9,9,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.3923358917236328,2.670072317123413,3.754103899002075,,,
1126,10,10,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.4282230138778687,2.382275342941284,3.607405662536621,,,
1127,11,11,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.5513529777526855,1.9763329029083252,3.5106945037841797,,,
1128,12,12,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.564971685409546,1.7221128940582275,3.469259023666382,,,
1129,13,13,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,2.2672266960144043,0.9794120192527771,3.475034475326538,,,
1130,14,14,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,2.1105549335479736,0.6294719576835632,3.507413864135742,,,
1131,15,15,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,2.2530763149261475,0.5159118175506592,3.5181944370269775,,,
1132,16,16,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,3.0662572383880615,0.08368639647960663,3.542522430419922,,,
1133,17,17,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,4.16684103012085,0.05937465280294418,3.6159842014312744,,,
1134,18,18,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,2.1658504009246826,0.04707779735326767,3.7291111946105957,,,
1135,19,19,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,2.1305010318756104,0.0376061387360096,3.8727519512176514,,,
1136,20,20,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,2.099759817123413,0.031317003071308136,4.055161476135254,,,
1137,21,21,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,2.0821774005889893,0.024281304329633713,4.248812198638916,,,
1138,22,22,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,2.0569114685058594,0.02477777563035488,4.444065570831299,,,
1139,23,23,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,2.0312533378601074,0.01776871085166931,4.638254165649414,,,
1140,24,24,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.9961440563201904,0.018604129552841187,4.8197922706604,,,
1141,25,25,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.9495519399642944,0.015962541103363037,4.983548641204834,,,
1142,26,26,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.951371669769287,0.015916822478175163,5.131689548492432,,,
1143,27,27,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.9150832891464233,0.015015020966529846,5.262822151184082,,,
1144,28,28,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.8791348934173584,0.012370595708489418,5.36965274810791,,,
1145,29,29,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.8217328786849976,0.006957567296922207,5.466979503631592,,,
1146,30,30,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,c719dbfb166a4320ad0dec12c623cdaa,1.7974085807800293,0.00873125996440649,5.54659366607666,,,
1147,0,0,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,,,,,,
1148,1,1,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.010938819497823715,-3.2975943753399406E-8,5.214484691619873,,,
1149,2,2,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.048123639076948166,9.948359489440918,4.824257850646973,,,
1150,3,3,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.04404705762863159,8.261832237243652,4.583188056945801,,,
1151,4,4,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.06767462939023972,5.553465366363525,4.410275936126709,,,
1152,5,5,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.1299692988395691,4.675449848175049,4.25632381439209,,,
1153,6,6,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.21262794733047485,4.278069496154785,4.131308078765869,,,
1154,7,7,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.24838194251060486,3.839041233062744,4.022337913513184,,,
1155,8,8,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.24831321835517883,2.996077537536621,3.902053117752075,,,
1156,9,9,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.2506985068321228,2.670072317123413,3.754103899002075,,,
1157,10,10,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.3147171139717102,2.382275342941284,3.607405662536621,,,
1158,11,11,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.38076016306877136,1.9763329029083252,3.5106945037841797,,,
1159,12,12,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.437598317861557,1.7221128940582275,3.469259023666382,,,
1160,13,13,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.45451435446739197,0.9794120192527771,3.475034475326538,,,
1161,14,14,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.48685914278030396,0.6294719576835632,3.507413864135742,,,
1162,15,15,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.45110541582107544,0.5159118175506592,3.5181944370269775,,,
1163,16,16,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.41317877173423767,0.08368639647960663,3.542522430419922,,,
1164,17,17,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.5268373489379883,0.05937465280294418,3.6159842014312744,,,
1165,18,18,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.5214424133300781,0.04707779735326767,3.7291111946105957,,,
1166,19,19,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.44518139958381653,0.0376061387360096,3.8727519512176514,,,
1167,20,20,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.4414989650249481,0.031317003071308136,4.055161476135254,,,
1168,21,21,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.3922158181667328,0.024281304329633713,4.248812198638916,,,
1169,22,22,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.37360161542892456,0.02477777563035488,4.444065570831299,,,
1170,23,23,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.4081020653247833,0.01776871085166931,4.638254165649414,,,
1171,24,24,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.3580138683319092,0.018604129552841187,4.8197922706604,,,
1172,25,25,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.3245089650154114,0.015962541103363037,4.983548641204834,,,
1173,26,26,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.3061423599720001,0.015916822478175163,5.131689548492432,,,
1174,27,27,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.29520899057388306,0.015015020966529846,5.262822151184082,,,
1175,28,28,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.2833883762359619,0.012370595708489418,5.36965274810791,,,
1176,29,29,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.2644946873188019,0.006957567296922207,5.466979503631592,,,
1177,30,30,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,1887106cbced4ce9bf8179dc189735f6,0.26526913046836853,0.00873125996440649,5.54659366607666,,,
1178,0,0,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,,,,,,
1179,1,1,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,0.2666802406311035,-3.2975943753399406E-8,5.214484691619873,,,
1180,2,2,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,0.055468373000621796,9.948359489440918,4.824257850646973,,,
1181,3,3,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,0.04289984703063965,8.261832237243652,4.583188056945801,,,
1182,4,4,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,1.5044018030166626,5.553465366363525,4.410275936126709,,,
1183,5,5,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.6715803146362305,4.675449848175049,4.25632381439209,,,
1184,6,6,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,3.2918686866760254,4.278069496154785,4.131308078765869,,,
1185,7,7,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,3.569117546081543,3.839041233062744,4.022337913513184,,,
1186,8,8,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,3.601339340209961,2.996077537536621,3.902053117752075,,,
1187,9,9,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,5.3088059425354,2.670072317123413,3.754103899002075,,,
1188,10,10,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,5.360547065734863,2.382275342941284,3.607405662536621,,,
1189,11,11,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,4.922972679138184,1.9763329029083252,3.5106945037841797,,,
1190,12,12,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,4.996503829956055,1.7221128940582275,3.469259023666382,,,
1191,13,13,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,4.08413028717041,0.9794120192527771,3.475034475326538,,,
1192,14,14,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,3.8235433101654053,0.6294719576835632,3.507413864135742,,,
1193,15,15,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,3.731635570526123,0.5159118175506592,3.5181944370269775,,,
1194,16,16,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,3.1790170669555664,0.08368639647960663,3.542522430419922,,,
1195,17,17,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,3.123746395111084,0.05937465280294418,3.6159842014312744,,,
1196,18,18,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.881723642349243,0.04707779735326767,3.7291111946105957,,,
1197,19,19,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.9063949584960938,0.0376061387360096,3.8727519512176514,,,
1198,20,20,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.9068076610565186,0.031317003071308136,4.055161476135254,,,
1199,21,21,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.7735488414764404,0.024281304329633713,4.248812198638916,,,
1200,22,22,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.751265048980713,0.02477777563035488,4.444065570831299,,,
1201,23,23,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.7014920711517334,0.01776871085166931,4.638254165649414,,,
1202,24,24,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.6454100608825684,0.018604129552841187,4.8197922706604,,,
1203,25,25,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.545712947845459,0.015962541103363037,4.983548641204834,,,
1204,26,26,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.3650312423706055,0.015916822478175163,5.131689548492432,,,
1205,27,27,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.347046375274658,0.015015020966529846,5.262822151184082,,,
1206,28,28,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.273192882537842,0.012370595708489418,5.36965274810791,,,
1207,29,29,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.2095746994018555,0.006957567296922207,5.466979503631592,,,
1208,30,30,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,fdb564b813b244f692b6a14c31ae41fd,2.1739580631256104,0.00873125996440649,5.54659366607666,,,
1209,0,0,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,,,,,,
1210,1,1,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,0.02730044163763523,-3.2975943753399406E-8,5.214484691619873,,,
1211,2,2,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,0.14242485165596008,9.948359489440918,4.824257850646973,,,
1212,3,3,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,0.17922624945640564,8.261832237243652,4.583188056945801,,,
1213,4,4,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,1.0905581712722778,5.553465366363525,4.410275936126709,,,
1214,5,5,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,1.6459330320358276,4.675449848175049,4.25632381439209,,,
1215,6,6,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,2.048121452331543,4.278069496154785,4.131308078765869,,,
1216,7,7,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,2.3009543418884277,3.839041233062744,4.022337913513184,,,
1217,8,8,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,2.3908956050872803,2.996077537536621,3.902053117752075,,,
1218,9,9,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,4.310001850128174,2.670072317123413,3.754103899002075,,,
1219,10,10,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,4.269759178161621,2.382275342941284,3.607405662536621,,,
1220,11,11,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,4.245767116546631,1.9763329029083252,3.5106945037841797,,,
1221,12,12,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,4.310345649719238,1.7221128940582275,3.469259023666382,,,
1222,13,13,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,3.8287291526794434,0.9794120192527771,3.475034475326538,,,
1223,14,14,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,3.7879791259765625,0.6294719576835632,3.507413864135742,,,
1224,15,15,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,3.654675245285034,0.5159118175506592,3.5181944370269775,,,
1225,16,16,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,3.5585641860961914,0.08368639647960663,3.542522430419922,,,
1226,17,17,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,3.6360440254211426,0.05937465280294418,3.6159842014312744,,,
1227,18,18,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,3.6338751316070557,0.04707779735326767,3.7291111946105957,,,
1228,19,19,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,3.6434366703033447,0.0376061387360096,3.8727519512176514,,,
1229,20,20,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,3.109388589859009,0.031317003071308136,4.055161476135254,,,
1230,21,21,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,3.015799045562744,0.024281304329633713,4.248812198638916,,,
1231,22,22,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,2.9322333335876465,0.02477777563035488,4.444065570831299,,,
1232,23,23,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,2.860649824142456,0.01776871085166931,4.638254165649414,,,
1233,24,24,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,2.7426369190216064,0.018604129552841187,4.8197922706604,,,
1234,25,25,vqvae,1024,minigrid-door-key-stochastic,6,36864,None,a021cb745fa94bd08c61a472662a5cdc,2.6779379844665527,0.015962541103363037,4.983548641204834,,,
