,step,n_step,explore_right_state_distrib_kl_div,explore_right_delayed_state_distrib_kl_div,explore_right_uniform_distrib_kl_div,ae_model_type,codebook_size,env_name,filter_size,final_latent_dim,latent_dim,experiment_key,goal_state_distrib_kl_div,goal_delayed_state_distrib_kl_div,goal_uniform_distrib_kl_div
325,16,16,2.268852949142456,1.2937991619110107,1.2191170454025269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
326,17,17,2.6723928451538086,1.134320616722107,1.1728041172027588,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
327,18,18,2.763047218322754,0.9439319372177124,1.0991735458374023,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
328,19,19,3.494664430618286,0.8465741872787476,1.0757534503936768,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
329,20,20,4.150115966796875,0.6386035680770874,1.005475640296936,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
330,21,21,4.526121139526367,0.5286281704902649,0.9905245900154114,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
331,22,22,4.9482421875,0.45055773854255676,0.9254505634307861,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
332,23,23,5.38619327545166,0.36843782663345337,0.894525945186615,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
333,24,24,5.249562740325928,0.31831130385398865,0.8494420647621155,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
334,25,25,6.305881500244141,0.25887253880500793,0.839812159538269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
335,26,26,5.990839958190918,0.21605166792869568,0.8013749718666077,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
336,27,27,6.480103015899658,0.18687067925930023,0.789379358291626,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
337,28,28,6.061007976531982,0.16216081380844116,0.7740607857704163,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
338,29,29,7.802924633026123,0.13749410212039948,0.7702150344848633,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
339,30,30,7.731932640075684,0.11380628496408463,0.7695456147193909,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,5669e22a69f14f418e0a0354597f738c,,,
340,0,0,,,,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
341,1,1,0.2687910497188568,-1.2575820385052339E-8,4.125888347625732,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
342,2,2,0.1351940929889679,14.875706672668457,3.252357006072998,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
343,3,3,0.5629868507385254,12.45455551147461,2.838869571685791,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
344,4,4,0.25883948802948,8.472773551940918,2.556366205215454,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
345,5,5,0.4582325220108032,7.351248264312744,2.272615432739258,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
346,6,6,0.5841381549835205,6.850794315338135,2.03851318359375,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
347,7,7,0.5081031918525696,6.347210884094238,1.8772066831588745,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
348,8,8,0.5981977581977844,5.670026779174805,1.6660131216049194,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
349,9,9,0.7433345913887024,4.238461017608643,1.6311497688293457,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
350,10,10,0.7230106592178345,2.861453056335449,1.50969660282135,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
351,11,11,0.9015069007873535,2.4535157680511475,1.4928786754608154,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
352,12,12,1.2778053283691406,2.263629198074341,1.4022693634033203,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
353,13,13,1.2746392488479614,2.0371580123901367,1.3917887210845947,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
354,14,14,2.1384763717651367,1.7373374700546265,1.3130027055740356,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
355,15,15,1.8081169128417969,1.415396809577942,1.2793574333190918,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
356,16,16,1.9734764099121094,1.2937991619110107,1.2191170454025269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
357,17,17,2.572993755340576,1.134320616722107,1.1728041172027588,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
358,18,18,2.761910915374756,0.9439319372177124,1.0991735458374023,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
359,19,19,2.759486198425293,0.8465741872787476,1.0757534503936768,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
360,20,20,3.2084999084472656,0.6386035680770874,1.005475640296936,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
361,21,21,3.329728603363037,0.5286281704902649,0.9905245900154114,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
362,22,22,3.439415454864502,0.45055773854255676,0.9254505634307861,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
363,23,23,4.060227870941162,0.36843782663345337,0.894525945186615,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
364,24,24,4.526927471160889,0.31831130385398865,0.8494420647621155,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
365,25,25,4.388634204864502,0.25887253880500793,0.839812159538269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
366,26,26,5.679760932922363,0.21605166792869568,0.8013749718666077,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
367,27,27,5.1698174476623535,0.18687067925930023,0.789379358291626,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
368,28,28,5.700844764709473,0.16216081380844116,0.7740607857704163,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
369,29,29,5.799616813659668,0.13749410212039948,0.7702150344848633,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
370,30,30,6.209737300872803,0.11380628496408463,0.7695456147193909,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e1803f6bd1994236ba1e8e5a71141274,,,
371,0,0,,,,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
372,1,1,0.4322696924209595,-1.2575820385052339E-8,4.125888347625732,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
373,2,2,0.6417447924613953,14.875706672668457,3.252357006072998,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
374,3,3,1.2589223384857178,12.45455551147461,2.838869571685791,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
375,4,4,1.0750396251678467,8.472773551940918,2.556366205215454,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
376,5,5,2.93400239944458,7.351248264312744,2.272615432739258,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
377,6,6,2.04899525642395,6.850794315338135,2.03851318359375,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
378,7,7,3.8764657974243164,6.347210884094238,1.8772066831588745,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
379,8,8,4.115671157836914,5.670026779174805,1.6660131216049194,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
380,9,9,3.9687957763671875,4.238461017608643,1.6311497688293457,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
381,10,10,4.109304904937744,2.861453056335449,1.50969660282135,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
382,11,11,4.311450481414795,2.4535157680511475,1.4928786754608154,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
383,12,12,4.251466751098633,2.263629198074341,1.4022693634033203,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
384,13,13,5.556214332580566,2.0371580123901367,1.3917887210845947,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
385,14,14,5.635436058044434,1.7373374700546265,1.3130027055740356,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
386,15,15,5.337210655212402,1.415396809577942,1.2793574333190918,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
387,16,16,5.282129764556885,1.2937991619110107,1.2191170454025269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
388,17,17,6.585859775543213,1.134320616722107,1.1728041172027588,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
389,18,18,6.52332067489624,0.9439319372177124,1.0991735458374023,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
390,19,19,6.137730121612549,0.8465741872787476,1.0757534503936768,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
391,20,20,6.525724411010742,0.6386035680770874,1.005475640296936,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
392,21,21,6.929200172424316,0.5286281704902649,0.9905245900154114,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
393,22,22,7.320977687835693,0.45055773854255676,0.9254505634307861,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
394,23,23,7.458065032958984,0.36843782663345337,0.894525945186615,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
395,24,24,7.549042701721191,0.31831130385398865,0.8494420647621155,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
396,25,25,8.156678199768066,0.25887253880500793,0.839812159538269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
397,26,26,8.05923843383789,0.21605166792869568,0.8013749718666077,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
398,27,27,8.789495468139648,0.18687067925930023,0.789379358291626,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
399,28,28,9.289512634277344,0.16216081380844116,0.7740607857704163,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
400,29,29,9.438300132751465,0.13749410212039948,0.7702150344848633,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
401,30,30,9.956026077270508,0.11380628496408463,0.7695456147193909,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,2963c8fb69c24d80ac25c505d7a588a5,,,
402,0,0,,,,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
403,1,1,0.11037418991327286,-1.2575820385052339E-8,4.125888347625732,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
404,2,2,0.20863446593284607,14.875706672668457,3.252357006072998,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
405,3,3,0.5443563461303711,12.45455551147461,2.838869571685791,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
406,4,4,2.9767444133758545,8.472773551940918,2.556366205215454,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
407,5,5,2.349381685256958,7.351248264312744,2.272615432739258,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
408,6,6,4.25753116607666,6.850794315338135,2.03851318359375,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
409,7,7,3.6735591888427734,6.347210884094238,1.8772066831588745,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
410,8,8,5.038414001464844,5.670026779174805,1.6660131216049194,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
411,9,9,3.9196114540100098,4.238461017608643,1.6311497688293457,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
412,10,10,5.51041841506958,2.861453056335449,1.50969660282135,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
413,11,11,5.456432819366455,2.4535157680511475,1.4928786754608154,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
414,12,12,6.448019504547119,2.263629198074341,1.4022693634033203,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
415,13,13,5.581679821014404,2.0371580123901367,1.3917887210845947,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
416,14,14,6.227385520935059,1.7373374700546265,1.3130027055740356,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
417,15,15,5.8671345710754395,1.415396809577942,1.2793574333190918,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
418,16,16,5.400995254516602,1.2937991619110107,1.2191170454025269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
419,17,17,4.729592800140381,1.134320616722107,1.1728041172027588,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
420,18,18,4.44443941116333,0.9439319372177124,1.0991735458374023,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
421,19,19,5.37833309173584,0.8465741872787476,1.0757534503936768,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
422,20,20,4.902475833892822,0.6386035680770874,1.005475640296936,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
423,21,21,5.277836799621582,0.5286281704902649,0.9905245900154114,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
424,22,22,5.296863555908203,0.45055773854255676,0.9254505634307861,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
425,23,23,6.142439842224121,0.36843782663345337,0.894525945186615,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
426,24,24,5.525991916656494,0.31831130385398865,0.8494420647621155,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
427,25,25,6.816280364990234,0.25887253880500793,0.839812159538269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
428,26,26,6.0634307861328125,0.21605166792869568,0.8013749718666077,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
429,27,27,7.0627946853637695,0.18687067925930023,0.789379358291626,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
430,28,28,6.367870330810547,0.16216081380844116,0.7740607857704163,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
431,29,29,7.015089511871338,0.13749410212039948,0.7702150344848633,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
432,30,30,6.896073818206787,0.11380628496408463,0.7695456147193909,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,b1e34056dec0432e86119325d782b9d0,,,
433,0,0,,,,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
434,1,1,4.188613414764404,-1.2575820385052339E-8,4.125888347625732,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
435,2,2,5.778763294219971,14.875706672668457,3.252357006072998,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
436,3,3,3.9112155437469482,12.45455551147461,2.838869571685791,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
437,4,4,3.5174734592437744,8.472773551940918,2.556366205215454,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
438,5,5,3.5447261333465576,7.351248264312744,2.272615432739258,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
439,6,6,4.249753475189209,6.850794315338135,2.03851318359375,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
440,7,7,2.5757107734680176,6.347210884094238,1.8772066831588745,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
441,8,8,3.5202577114105225,5.670026779174805,1.6660131216049194,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
442,9,9,1.8692855834960938,4.238461017608643,1.6311497688293457,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
443,10,10,4.271851539611816,2.861453056335449,1.50969660282135,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
444,11,11,3.3938655853271484,2.4535157680511475,1.4928786754608154,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
445,12,12,5.343198776245117,2.263629198074341,1.4022693634033203,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
446,13,13,4.7310566902160645,2.0371580123901367,1.3917887210845947,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
447,14,14,4.885917663574219,1.7373374700546265,1.3130027055740356,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
448,15,15,5.500378131866455,1.415396809577942,1.2793574333190918,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
449,16,16,6.892070770263672,1.2937991619110107,1.2191170454025269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
450,17,17,5.789647579193115,1.134320616722107,1.1728041172027588,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
451,18,18,5.116464138031006,0.9439319372177124,1.0991735458374023,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
452,19,19,5.7672295570373535,0.8465741872787476,1.0757534503936768,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
453,20,20,5.866469383239746,0.6386035680770874,1.005475640296936,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
454,21,21,7.380773544311523,0.5286281704902649,0.9905245900154114,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
455,22,22,7.2134480476379395,0.45055773854255676,0.9254505634307861,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
456,23,23,6.282693862915039,0.36843782663345337,0.894525945186615,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
457,24,24,6.801535129547119,0.31831130385398865,0.8494420647621155,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
458,25,25,7.599202632904053,0.25887253880500793,0.839812159538269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
459,26,26,7.970966339111328,0.21605166792869568,0.8013749718666077,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
460,27,27,8.049886703491211,0.18687067925930023,0.789379358291626,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
461,28,28,7.338563919067383,0.16216081380844116,0.7740607857704163,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
462,29,29,8.403379440307617,0.13749410212039948,0.7702150344848633,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
463,30,30,8.452388763427734,0.11380628496408463,0.7695456147193909,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,e330948ff27048b4b76488985f2f3770,,,
464,0,0,,,,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
465,1,1,0.0726613700389862,-1.2575820385052339E-8,4.125888347625732,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
466,2,2,3.7382326126098633,14.875706672668457,3.252357006072998,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
467,3,3,0.8376830220222473,12.45455551147461,2.838869571685791,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
468,4,4,1.4754037857055664,8.472773551940918,2.556366205215454,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
469,5,5,0.8782355785369873,7.351248264312744,2.272615432739258,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
470,6,6,2.1220338344573975,6.850794315338135,2.03851318359375,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
471,7,7,1.7045490741729736,6.347210884094238,1.8772066831588745,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
472,8,8,3.0067009925842285,5.670026779174805,1.6660131216049194,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
473,9,9,1.9584827423095703,4.238461017608643,1.6311497688293457,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
474,10,10,2.2756662368774414,2.861453056335449,1.50969660282135,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
475,11,11,1.621794581413269,2.4535157680511475,1.4928786754608154,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
476,12,12,2.272214651107788,2.263629198074341,1.4022693634033203,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
477,13,13,1.8409311771392822,2.0371580123901367,1.3917887210845947,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
478,14,14,3.4282705783843994,1.7373374700546265,1.3130027055740356,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
479,15,15,2.7203030586242676,1.415396809577942,1.2793574333190918,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
480,16,16,4.290872097015381,1.2937991619110107,1.2191170454025269,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
481,17,17,3.8282811641693115,1.134320616722107,1.1728041172027588,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
482,18,18,4.931854724884033,0.9439319372177124,1.0991735458374023,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
483,19,19,4.713597774505615,0.8465741872787476,1.0757534503936768,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
484,20,20,6.042883396148682,0.6386035680770874,1.005475640296936,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
485,21,21,6.117450714111328,0.5286281704902649,0.9905245900154114,soft_vqvae,64,minigrid-crossing-stochastic,6,2304,None,0ce04bc52db0402b973f7523ae366f61,,,
