,step,n_step,explore_right_state_distrib_kl_div,explore_right_delayed_state_distrib_kl_div,explore_right_uniform_distrib_kl_div,ae_model_type,codebook_size,env_name,filter_size,final_latent_dim,latent_dim,experiment_key,goal_state_distrib_kl_div,goal_delayed_state_distrib_kl_div,goal_uniform_distrib_kl_div
1489,2,2,0.06721068918704987,14.875706672668457,3.252357006072998,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1490,3,3,0.3788873851299286,12.45455551147461,2.838869571685791,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1491,4,4,0.3938296437263489,8.472773551940918,2.556366205215454,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1492,5,5,0.518872857093811,7.351248264312744,2.272615432739258,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1493,6,6,0.5958346128463745,6.850794315338135,2.03851318359375,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1494,7,7,0.605353593826294,6.347210884094238,1.8772066831588745,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1495,8,8,0.6942057609558105,5.670026779174805,1.6660131216049194,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1496,9,9,0.762069046497345,4.238461017608643,1.6311497688293457,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1497,10,10,0.9072020053863525,2.861453056335449,1.50969660282135,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1498,11,11,0.9348971247673035,2.4535157680511475,1.4928786754608154,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1499,12,12,1.1541391611099243,2.263629198074341,1.4022693634033203,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1500,13,13,1.2475318908691406,2.0371580123901367,1.3917887210845947,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1501,14,14,1.1168253421783447,1.7373374700546265,1.3130027055740356,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1502,15,15,1.2676552534103394,1.415396809577942,1.2793574333190918,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1503,16,16,1.436193585395813,1.2937991619110107,1.2191170454025269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1504,17,17,1.8161996603012085,1.134320616722107,1.1728041172027588,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1505,18,18,1.7611652612686157,0.9439319372177124,1.0991735458374023,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1506,19,19,2.0843727588653564,0.8465741872787476,1.0757534503936768,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1507,20,20,2.224027156829834,0.6386035680770874,1.005475640296936,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1508,21,21,2.161550998687744,0.5286281704902649,0.9905245900154114,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1509,22,22,2.94740891456604,0.45055773854255676,0.9254505634307861,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1510,23,23,2.525665521621704,0.36843782663345337,0.894525945186615,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1511,24,24,2.628790855407715,0.31831130385398865,0.8494420647621155,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1512,25,25,3.1359004974365234,0.25887253880500793,0.839812159538269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1513,26,26,4.228476524353027,0.21605166792869568,0.8013749718666077,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1514,27,27,3.725127935409546,0.18687067925930023,0.789379358291626,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1515,28,28,3.2016613483428955,0.16216081380844116,0.7740607857704163,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1516,29,29,3.702641010284424,0.13749410212039948,0.7702150344848633,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1517,30,30,3.724320888519287,0.11380628496408463,0.7695456147193909,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a305a769449843c385282e817fa9d607,,,
1518,0,0,,,,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1519,1,1,0.002107350155711174,-1.2575820385052339E-8,4.125888347625732,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1520,2,2,0.1910485178232193,14.875706672668457,3.252357006072998,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1521,3,3,0.349847674369812,12.45455551147461,2.838869571685791,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1522,4,4,0.42279788851737976,8.472773551940918,2.556366205215454,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1523,5,5,0.4641198217868805,7.351248264312744,2.272615432739258,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1524,6,6,0.5557959675788879,6.850794315338135,2.03851318359375,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1525,7,7,0.6102471351623535,6.347210884094238,1.8772066831588745,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1526,8,8,0.6884617805480957,5.670026779174805,1.6660131216049194,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1527,9,9,0.6512330770492554,4.238461017608643,1.6311497688293457,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1528,10,10,0.7644165754318237,2.861453056335449,1.50969660282135,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1529,11,11,0.7548183798789978,2.4535157680511475,1.4928786754608154,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1530,12,12,0.741002082824707,2.263629198074341,1.4022693634033203,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1531,13,13,0.823804497718811,2.0371580123901367,1.3917887210845947,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1532,14,14,0.848850429058075,1.7373374700546265,1.3130027055740356,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1533,15,15,0.9922378659248352,1.415396809577942,1.2793574333190918,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1534,16,16,1.0143308639526367,1.2937991619110107,1.2191170454025269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1535,17,17,1.0772005319595337,1.134320616722107,1.1728041172027588,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1536,18,18,1.5493366718292236,0.9439319372177124,1.0991735458374023,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1537,19,19,1.596429467201233,0.8465741872787476,1.0757534503936768,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1538,20,20,1.5269163846969604,0.6386035680770874,1.005475640296936,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1539,21,21,1.5097075700759888,0.5286281704902649,0.9905245900154114,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1540,22,22,1.4719871282577515,0.45055773854255676,0.9254505634307861,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1541,23,23,1.5910937786102295,0.36843782663345337,0.894525945186615,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1542,24,24,1.5934978723526,0.31831130385398865,0.8494420647621155,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1543,25,25,1.623633623123169,0.25887253880500793,0.839812159538269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1544,26,26,1.8641998767852783,0.21605166792869568,0.8013749718666077,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1545,27,27,1.829763650894165,0.18687067925930023,0.789379358291626,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1546,28,28,1.7749700546264648,0.16216081380844116,0.7740607857704163,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1547,29,29,1.8120118379592896,0.13749410212039948,0.7702150344848633,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1548,30,30,1.9949268102645874,0.11380628496408463,0.7695456147193909,vqvae,64,minigrid-crossing-stochastic,6,2304,None,b5b315233f1846ce87e8b2fdd2ec43c7,,,
1549,0,0,,,,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1550,1,1,0.1491878777742386,-1.2575820385052339E-8,4.125888347625732,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1551,2,2,0.16632181406021118,14.875706672668457,3.252357006072998,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1552,3,3,0.2028261125087738,12.45455551147461,2.838869571685791,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1553,4,4,0.23927897214889526,8.472773551940918,2.556366205215454,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1554,5,5,0.29892829060554504,7.351248264312744,2.272615432739258,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1555,6,6,0.44635745882987976,6.850794315338135,2.03851318359375,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1556,7,7,0.5370344519615173,6.347210884094238,1.8772066831588745,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1557,8,8,0.6538816094398499,5.670026779174805,1.6660131216049194,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1558,9,9,0.7178851962089539,4.238461017608643,1.6311497688293457,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1559,10,10,0.7504854798316956,2.861453056335449,1.50969660282135,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1560,11,11,1.0048614740371704,2.4535157680511475,1.4928786754608154,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1561,12,12,1.0540425777435303,2.263629198074341,1.4022693634033203,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1562,13,13,1.2711941003799438,2.0371580123901367,1.3917887210845947,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1563,14,14,1.8038796186447144,1.7373374700546265,1.3130027055740356,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1564,15,15,1.5332516431808472,1.415396809577942,1.2793574333190918,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1565,16,16,1.5698107481002808,1.2937991619110107,1.2191170454025269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1566,17,17,2.4493703842163086,1.134320616722107,1.1728041172027588,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1567,18,18,2.83638596534729,0.9439319372177124,1.0991735458374023,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1568,19,19,2.0618138313293457,0.8465741872787476,1.0757534503936768,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1569,20,20,2.3430287837982178,0.6386035680770874,1.005475640296936,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1570,21,21,3.0603222846984863,0.5286281704902649,0.9905245900154114,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1571,22,22,2.719198703765869,0.45055773854255676,0.9254505634307861,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1572,23,23,3.3692867755889893,0.36843782663345337,0.894525945186615,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1573,24,24,2.8628783226013184,0.31831130385398865,0.8494420647621155,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1574,25,25,3.323613405227661,0.25887253880500793,0.839812159538269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1575,26,26,3.3141965866088867,0.21605166792869568,0.8013749718666077,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1576,27,27,3.8135740756988525,0.18687067925930023,0.789379358291626,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1577,28,28,3.526176929473877,0.16216081380844116,0.7740607857704163,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1578,29,29,4.258759498596191,0.13749410212039948,0.7702150344848633,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1579,30,30,3.7574820518493652,0.11380628496408463,0.7695456147193909,vqvae,64,minigrid-crossing-stochastic,6,2304,None,a9f26814ed9e402f96094a51f441ebc1,,,
1580,0,0,,,,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1581,1,1,0.0050427913665771484,-1.2575820385052339E-8,4.125888347625732,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1582,2,2,0.016125939786434174,14.875706672668457,3.252357006072998,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1583,3,3,0.026180103421211243,12.45455551147461,2.838869571685791,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1584,4,4,0.2413029968738556,8.472773551940918,2.556366205215454,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1585,5,5,0.2670038938522339,7.351248264312744,2.272615432739258,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1586,6,6,0.3410174250602722,6.850794315338135,2.03851318359375,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1587,7,7,0.4085060656070709,6.347210884094238,1.8772066831588745,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1588,8,8,0.5026903748512268,5.670026779174805,1.6660131216049194,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1589,9,9,0.6188454627990723,4.238461017608643,1.6311497688293457,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1590,10,10,0.7019557356834412,2.861453056335449,1.50969660282135,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1591,11,11,0.9373549222946167,2.4535157680511475,1.4928786754608154,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1592,12,12,0.9488286972045898,2.263629198074341,1.4022693634033203,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1593,13,13,1.0742617845535278,2.0371580123901367,1.3917887210845947,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1594,14,14,1.419329047203064,1.7373374700546265,1.3130027055740356,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1595,15,15,1.927264928817749,1.415396809577942,1.2793574333190918,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1596,16,16,1.4083290100097656,1.2937991619110107,1.2191170454025269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1597,17,17,2.31048846244812,1.134320616722107,1.1728041172027588,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1598,18,18,1.7589852809906006,0.9439319372177124,1.0991735458374023,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1599,19,19,2.163135290145874,0.8465741872787476,1.0757534503936768,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1600,20,20,2.652113914489746,0.6386035680770874,1.005475640296936,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1601,21,21,3.001771926879883,0.5286281704902649,0.9905245900154114,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1602,22,22,2.6898555755615234,0.45055773854255676,0.9254505634307861,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1603,23,23,3.0688529014587402,0.36843782663345337,0.894525945186615,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1604,24,24,3.3287899494171143,0.31831130385398865,0.8494420647621155,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1605,25,25,3.4807658195495605,0.25887253880500793,0.839812159538269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1606,26,26,4.345715045928955,0.21605166792869568,0.8013749718666077,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1607,27,27,4.207265853881836,0.18687067925930023,0.789379358291626,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1608,28,28,4.920464992523193,0.16216081380844116,0.7740607857704163,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1609,29,29,4.531905651092529,0.13749410212039948,0.7702150344848633,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1610,30,30,4.934657573699951,0.11380628496408463,0.7695456147193909,vqvae,64,minigrid-crossing-stochastic,6,2304,None,abaceaa543544155b2282687496b53c8,,,
1611,0,0,,,,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1612,1,1,0.08948124945163727,-1.2575820385052339E-8,4.125888347625732,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1613,2,2,0.2537941038608551,14.875706672668457,3.252357006072998,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1614,3,3,0.4013402760028839,12.45455551147461,2.838869571685791,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1615,4,4,0.32541537284851074,8.472773551940918,2.556366205215454,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1616,5,5,0.3294474482536316,7.351248264312744,2.272615432739258,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1617,6,6,0.3367609679698944,6.850794315338135,2.03851318359375,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1618,7,7,0.4236695170402527,6.347210884094238,1.8772066831588745,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1619,8,8,0.4367472529411316,5.670026779174805,1.6660131216049194,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1620,9,9,0.3577418327331543,4.238461017608643,1.6311497688293457,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1621,10,10,0.42270779609680176,2.861453056335449,1.50969660282135,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1622,11,11,0.37191304564476013,2.4535157680511475,1.4928786754608154,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1623,12,12,0.417254239320755,2.263629198074341,1.4022693634033203,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1624,13,13,0.41118180751800537,2.0371580123901367,1.3917887210845947,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1625,14,14,0.463520348072052,1.7373374700546265,1.3130027055740356,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1626,15,15,0.4884836971759796,1.415396809577942,1.2793574333190918,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1627,16,16,0.6520673036575317,1.2937991619110107,1.2191170454025269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1628,17,17,0.6290094256401062,1.134320616722107,1.1728041172027588,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1629,18,18,0.8151118159294128,0.9439319372177124,1.0991735458374023,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1630,19,19,1.0469306707382202,0.8465741872787476,1.0757534503936768,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1631,20,20,1.0445886850357056,0.6386035680770874,1.005475640296936,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1632,21,21,1.4119378328323364,0.5286281704902649,0.9905245900154114,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1633,22,22,1.1212481260299683,0.45055773854255676,0.9254505634307861,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1634,23,23,1.2878037691116333,0.36843782663345337,0.894525945186615,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1635,24,24,1.6775341033935547,0.31831130385398865,0.8494420647621155,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1636,25,25,1.3710706233978271,0.25887253880500793,0.839812159538269,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1637,26,26,1.9321690797805786,0.21605166792869568,0.8013749718666077,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1638,27,27,1.757109522819519,0.18687067925930023,0.789379358291626,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1639,28,28,1.3221797943115234,0.16216081380844116,0.7740607857704163,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1640,29,29,1.5393991470336914,0.13749410212039948,0.7702150344848633,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1641,30,30,1.7696868181228638,0.11380628496408463,0.7695456147193909,vqvae,64,minigrid-crossing-stochastic,6,2304,None,6fdb25f0b2c344ab9d41889a72421848,,,
1642,0,0,,,,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1643,1,1,0.04987417161464691,-1.2575820385052339E-8,4.125888347625732,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1644,2,2,0.17502658069133759,14.875706672668457,3.252357006072998,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1645,3,3,0.3088425397872925,12.45455551147461,2.838869571685791,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1646,4,4,0.371780663728714,8.472773551940918,2.556366205215454,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1647,5,5,0.38839706778526306,7.351248264312744,2.272615432739258,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1648,6,6,0.41632279753685,6.850794315338135,2.03851318359375,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1649,7,7,0.4108737111091614,6.347210884094238,1.8772066831588745,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1650,8,8,0.4523831307888031,5.670026779174805,1.6660131216049194,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1651,9,9,0.41832756996154785,4.238461017608643,1.6311497688293457,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
1652,10,10,0.4150080680847168,2.861453056335449,1.50969660282135,vqvae,64,minigrid-crossing-stochastic,6,2304,None,884af27b7222405688417ef0835e4dd0,,,
